ID,姓名,颜色,领域
11599,韩熙载,未知,五代十国
11600,李弘皋,未知,五代十国
11601,潘佑,未知,五代十国
11602,拓跋恒,未知,五代十国
11603,小周后,未知,五代十国
11604,韩通,未知,五代十国
11605,李筠,未知,五代十国
11606,李重进,未知,五代十国
11607,李仲寓,未知,五代十国
11608,李从善,未知,五代十国
11609,李从誧,未知,五代十国
11610,李季操,未知,五代十国
11611,舒元,未知,五代十国
11612,冯谧,未知,五代十国
11613,周惟简,未知,五代十国
11614,孟仁贽,未知,五代十国
11615,孟仁裕,未知,五代十国
11616,孟仁操,未知,五代十国
11617,伊审征,未知,五代十国
11618,韩保正,未知,五代十国
11619,王昭远,未知,五代十国
11620,赵崇韬,未知,五代十国
11621,高彦俦,未知,五代十国
11622,赵彦韬,未知,五代十国
11623,龙景昭,未知,五代十国
11624,幸寅逊,未知,五代十国
11625,李廷圭,未知,五代十国
11626,李昊,未知,五代十国
11627,毋守素,未知,五代十国
11628,欧阳迥,未知,五代十国
11629,钱惟浚,未知,五代十国
11630,钱惟治,未知,五代十国
11631,钱惟济,未知,五代十国
11632,钱昱,未知,五代十国
11633,钱俨,未知,五代十国
11634,孙承佑,未知,五代十国
11635,沈承礼,未知,五代十国
11636,龚澄枢,未知,五代十国
11637,李托,未知,五代十国
11638,薛崇誉,未知,五代十国
11639,藩崇彻,未知,五代十国
11640,卫融,未知,五代十国
11641,赵文度,未知,五代十国
11642,高保寅,未知,五代十国
11643,孙光宪,未知,五代十国
11644,梁延嗣,未知,五代十国
11645,李观象,未知,五代十国
11646,张文表,未知,五代十国
11647,陈文显,未知,五代十国
11648,陈文颢,未知,五代十国
11649,陈文顗,未知,五代十国
11650,陈文顼,未知,五代十国
11651,皇甫继勋,未知,五代十国
11652,花见羞,未知,五代十国
11653,李三娘,未知,五代十国
11654,黄惠姑,未知,五代十国
11655,陈金凤,未知,五代十国
11656,李春燕,未知,五代十国
11657,宋福金,未知,五代十国
11658,周娥皇,未知,五代十国
11659,周女英,未知,五代十国
11660,周嘉敏,未知,五代十国
11661,金飞山,未知,五代十国
11662,梁文惠皇后,绿文,五代十国
11663,太祖元贞皇后,绿文,五代十国
11664,唐贞简皇后,绿文,五代十国
11665,庄宗神闵敬皇后,绿文,五代十国
11666,和武宪皇后,绿文,五代十国
11667,昭懿皇后,绿文,五代十国
11668,宣宪皇后,绿文,五代十国
11669,废帝皇后,绿文,五代十国
11670,晋高祖皇后,绿文,五代十国
11671,出帝皇后,绿文,五代十国
11672,汉高祖皇后,绿文,五代十国
11673,周圣穆皇后,绿文,五代十国
11674,世宗贞惠皇后,绿文,五代十国
11675,宣懿皇后,绿文,五代十国
11676,孝宗成穆郭皇后,绿文,宋朝
11677,刘筠,未知,宋朝
11678,赵匡胤,紫武,宋朝
11679,岳飞,紫武,宋朝
11680,毕升,蓝文！,宋朝
11681,范宽,蓝色,宋朝
11682,李修元,蓝文,宋朝
11683,宋江,蓝武,宋朝
11684,包拯,蓝文,宋朝
11685,范仲淹,蓝文,宋朝
11686,王安石,蓝文,宋朝
11687,苏轼,蓝文,宋朝
11688,司马光,蓝文,宋朝
11689,韩世忠,绿武,宋朝
11690,杨廷昭,蓝色,宋朝
11691,杨业,蓝武!,宋朝
11692,清水祖师,绿文,宋朝
11693,林默娘,绿文,宋朝
11694,丘处机,蓝武,宋朝
11695,秦桧,绿文,宋朝
11696,文天祥,蓝文,宋朝
11697,赖布衣,绿文,宋朝
11698,张择端,绿色,宋朝
11699,陈傅良,绿文,宋朝
11700,程颢,绿文,宋朝
11701,陈旉,绿文,宋朝
11702,蔡京,绿文,宋朝
11703,陈抟,绿色,宋朝
11704,杜衍,绿色,宋朝
11705,范成大,绿色,宋朝
11706,方腊,蓝武,宋朝
11707,郭熙,绿色,宋朝
11708,桂万荣,绿文,宋朝
11709,黄震,绿文,宋朝
11710,胡三省,绿色,宋朝
11711,洪遵,绿色,宋朝
11712,姜夔,绿文,宋朝
11713,李公麟,绿色,宋朝
11714,陆曮,绿文,宋朝
11715,李师师,绿文,宋朝
11716,梁楷,绿色,宋朝
11717,李心传,绿色,宋朝
11718,刘娥,绿文,宋朝
11719,刘攽,绿文,宋朝
11720,陆九渊,绿文,宋朝
11721,茅子元,绿文,宋朝
11722,牧溪,绿文,宋朝
11723,元佑,绿色,宋朝
11724,梅尧臣,绿色,宋朝
11725,米芾,绿色,宋朝
11726,马麟,绿文,宋朝
11727,马远,绿色,宋朝
11728,钱乙,蓝文!,宋朝
11729,沈焕,绿色,宋朝
11730,邵雍,绿色,宋朝
11731,王希孟,绿色,宋朝
11732,文同,绿色,宋朝
11733,王溥,绿色,宋朝
11734,谢枋得,绿文,宋朝
11735,袁韶,绿文,宋朝
11736,苏辙,蓝文,宋朝
11737,欧阳修,蓝文！,宋朝
11738,李纲,绿色,宋朝
11739,狄青,蓝武,宋朝
11740,呼延赞,蓝色,宋朝
11741,种师道,绿武,宋朝
11742,喻皓,绿文,宋朝
11743,杨时,绿文,宋朝
11744,杨辉,绿色,宋朝
11745,周敦颐,绿色,宋朝
11746,周侗,绿武,宋朝
11747,张伯端,绿文,宋朝
11748,朱淑真,绿色,宋朝
11749,刘玉,绿文,宋朝
11750,岳银瓶,绿色,宋朝
11751,罗从彦,绿文,宋朝
11752,朱熹,绿文,宋朝
11753,童贯,绿色,宋朝
11754,寇准,蓝文,宋朝
11755,陈亮,绿文,宋朝
11756,李舜举,绿色,宋朝
11757,王彦,绿武,宋朝
11758,谢道清,绿色,宋朝
11759,杨信,绿武,宋朝
11760,杨文广,绿色,宋朝
11761,侬智高,绿武,宋朝
11762,吴棫,绿色,宋朝
11763,张浚,绿武,宋朝
11764,折太君,绿武,宋朝
11765,周密,绿文,宋朝
11766,陈景元,绿色,宋朝
11767,陈允平,绿文,宋朝
11768,陈东,绿文,宋朝
11769,程颐,绿色,宋朝
11770,陈大震,绿色,宋朝
11771,邓符协,绿色,宋朝
11772,戴表元,绿色,宋朝
11773,杜充,绿武,宋朝
11774,费衮,绿色,宋朝
11775,傅行简,绿文,宋朝
11776,勾龙爽,绿文,宋朝
11777,郭京,绿武,宋朝
11778,徐梦莘,绿色,宋朝
11779,胡沂,绿文,宋朝
11780,胡仔,绿色,宋朝
11781,黄潜善,绿色,宋朝
11782,韩忠彦,绿文,宋朝
11783,徐无党,绿文,宋朝
11784,何蘧,绿文,宋朝
11785,胡安国,绿色,宋朝
11786,胡宏,绿文,宋朝
11787,许洞,绿文,宋朝
11788,贺铸,绿色,宋朝
11789,江瑞友,绿文,宋朝
11790,蒋捷,绿文,宋朝
11791,吕好问,绿色,宋朝
11792,吕希哲,绿色,宋朝
11793,吕大器,绿色,宋朝
11794,梁师成,绿色,宋朝
11795,李彦,绿文,宋朝
11796,吕本中,绿色,宋朝
11797,李迪,绿色,宋朝
11798,徐子平,绿色,宋朝
11799,刘羲叟,绿色,宋朝
11800,刘恕,绿色,宋朝
11801,吕颐浩,绿色,宋朝
11802,吕祖谦,绿色,宋朝
11803,李成,绿色,宋朝
11804,李唐,绿文,宋朝
11805,李诫,绿色,宋朝
11806,林升,绿文,宋朝
11807,林逋,绿文,宋朝
11808,柳永,绿文,宋朝
11809,陆文圭,绿色,宋朝
11810,马和之,绿文,宋朝
11811,米友仁,绿色,宋朝
11812,欧阳澈,绿文,宋朝
11813,潘鲠,绿文,宋朝
11814,潘阆,绿文,宋朝
11815,秦九韶,绿文,宋朝
11816,石介,绿色,宋朝
11817,宋敏求,绿文,宋朝
11818,吴缜,绿色,宋朝
11819,魏泰,绿色,宋朝
11820,吴琚,绿色,宋朝
11821,王继恩,绿文,宋朝
11822,王黼,绿文,宋朝
11823,汪伯彦,蓝文,宋朝
11824,王灼,绿色,宋朝
11825,王诜,绿色,宋朝
11826,宣缯,绿文,宋朝
11827,萧照,绿文,宋朝
11828,高俅,绿文,宋朝
11829,牛皋,绿色,宋朝
11830,袁甫,绿色,宋朝
11831,叶梦鼎,绿色,宋朝
11832,严用和,绿文,宋朝
11833,严仁,绿文,宋朝
11834,严羽,绿文,宋朝
11835,叶适,绿色,宋朝
11836,晏殊,绿文,宋朝
11837,晏几道,绿文,宋朝
11838,杨万里,绿文,宋朝
11839,张耒,绿色,宋朝
11840,郑樵,绿色,宋朝
11841,钱易,绿色,宋朝
11842,朱勔,绿文,宋朝
11843,张天骥,绿色,宋朝
11844,赵德芳,绿色,宋朝
11845,赵德昭,绿文,宋朝
11846,赵伯驹,绿文,宋朝
11847,严蕊,绿文,宋朝
11848,唐仲友,绿色,宋朝
11849,孙复,绿色,宋朝
11850,张俊,绿武,宋朝
11851,张先,绿文,宋朝
11852,张君房,绿文,宋朝
11853,张思训,绿文,宋朝
11854,张无梦,绿文,宋朝
11855,张栻,绿色,宋朝
11856,张载,绿色,宋朝
11857,晁公武,绿色,宋朝
11858,晁冲之,绿文,宋朝
11859,李侗,绿色,宋朝
11860,李栋,绿色,宋朝
11861,李邦彦,绿色,宋朝
11862,程大昌,绿色,宋朝
11863,苏东坡,蓝文,宋朝
11864,宋四家,未知,宋朝
11865,陈谧,未知,宋朝
11866,方山京,未知,宋朝
11867,胡瑷,未知,宋朝
11868,胡瑗,未知,宋朝
11869,江端友,未知,宋朝
11870,济公,未知,宋朝
11871,梁灏,未知,宋朝
11872,梁固,未知,宋朝
11873,莫子纯,未知,宋朝
11874,妈祖,未知,宋朝
11875,孙应时,未知,宋朝
11876,史渐,未知,宋朝
11877,史守之,未知,宋朝
11878,舒璘,未知,宋朝
11879,史弥忠,未知,宋朝
11880,史弥坚,未知,宋朝
11881,史诏,未知,宋朝
11882,史宇之,未知,宋朝
11883,唐琬,未知,宋朝
11884,吴淑,未知,宋朝
11885,余晦,未知,宋朝
11886,饶延年,未知,宋朝
11887,袁燮,未知,宋朝
11888,余天锡,未知,宋朝
11889,饶子仪,未知,宋朝
11890,饶鲁,未知,宋朝
11891,杨简,未知,宋朝
11892,杨岐方会,蓝文,宋朝
11893,乐史,未知,宋朝
11894,何去非,未知,宋朝
11895,吕端,未知,宋朝
11896,吕蒙正,未知,宋朝
11897,富弼,绿文,宋朝
11898,曹利用,未知,宋朝
11899,石守信,未知,宋朝
11900,种谔,未知,宋朝
11901,章惇,未知,宋朝
11902,蒲寿庚,未知,宋朝
11903,赵世将,未知,宋朝
11904,赵从郁,未知,宋朝
11905,赵令譮,未知,宋朝
11906,赵续,未知,宋朝
11907,赵子偁,未知,宋朝
11908,赵师渊,未知,宋朝
11909,赵希滤,未知,宋朝
11910,赵惟吉,未知,宋朝
11911,赵惟宪,未知,宋朝
11912,赵普,未知,宋朝
11913,陈文龙,未知,宋朝
11914,饶干,未知,宋朝
11915,王小波,未知,宋朝
11916,报马仔,未知,宋朝
11917,天后宝诞,未知,宋朝
11918,李建中,绿文,宋朝
11919,宋徽宗,未知,宋朝
11920,李常,未知,宋朝
11921,刘斧,未知,宋朝
11922,楼钥,未知,宋朝
11923,李昴英,绿文,宋朝
11924,李焘,绿文,宋朝
11925,李沆,未知,宋朝
11926,马端临,绿文,宋朝
11927,王尧臣,未知,宋朝
11928,王应麟,绿文,宋朝
11929,王禹偁,未知,宋朝
11930,周邦彦,未知,宋朝
11931,真德秀,未知,宋朝
11932,曾慥,未知,宋朝
11933,周去飞,未知,宋朝
11934,张元干,未知,宋朝
11935,李廌,未知,宋朝
11936,洪刍,绿文,宋朝
11937,吕南公,绿文,宋朝
11938,吕大防,绿色,宋朝
11939,魏野,绿文,宋朝
11940,袁陟,未知,宋朝
11941,张俞,绿文,宋朝
11942,张雍,绿文,宋朝
11943,袁毂,未知,宋朝
11944,曾宏正,未知,宋朝
11945,朱敦儒,未知,宋朝
11946,曹彬,绿武,宋朝
11947,郭逵,未知,宋朝
11948,韩琦,紫文!,宋朝
11949,郦琼,未知,宋朝
11950,陶弼,未知,宋朝
11951,王审琦,未知,宋朝
11952,辛弃疾,未知,宋朝
11953,虞允文,未知,宋朝
11954,张叔夜,未知,宋朝
11955,种世衡,未知,宋朝
11956,种家将,未知,宋朝
11957,马知节,未知,宋朝
11958,北续,未知,宋朝
11959,岳家军,未知,宋朝
11960,岳王庙,未知,宋朝
11961,岳续,未知,宋朝
11962,满江红,未知,宋朝
11963,杨幺,未知,宋朝
11964,许希,绿文,宋朝
11965,范祖禹,绿文,宋朝
11966,徐天麟,未知,宋朝
11967,吕夏卿,未知,宋朝
11968,王明清,绿文,宋朝
11969,薛居正,未知,宋朝
11970,尹起莘,未知,宋朝
11971,刘永年,蓝武,宋朝
11972,李道纯,蓝文,宋朝
11973,林灵素,蓝文,宋朝
11974,王文卿,蓝文,宋朝
11975,白玉蟾,蓝文,宋朝
11976,定光古佛,蓝文,宋朝
11977,志磬,未知,宋朝
11978,释怀深,未知,宋朝
11979,普庵印肃,未知,宋朝
11980,六贼,未知,宋朝
11981,陈舜俞,蓝文,宋朝
11982,蔡攸,未知,宋朝
11983,程祁,未知,宋朝
11984,陈与义,未知,宋朝
11985,强至,绿文,宋朝
11986,陈瓘,绿武,宋朝
11987,蔡卞,绿文,宋朝
11988,蔡襄,绿文,宋朝
11989,冯起,绿色,宋朝
11990,丰稷,绿文,宋朝
11991,丰存芳,未知,宋朝
11992,范镇,绿文,宋朝
11993,范纯仁,绿文,宋朝
11994,葛胜仲,绿文,宋朝
11995,高滔滔,未知,宋朝
11996,胡宿,绿文,宋朝
11997,晁说之,绿文,宋朝
11998,晁逈,未知,宋朝
11999,胡纮,绿文,宋朝
12000,韩侂胄,绿文,宋朝
12001,洪皓,绿文,宋朝
12002,洪迈,蓝文,宋朝
12003,蒋之奇,绿文,宋朝
12004,龚明之,未知,宋朝
12005,郭从义,未知,宋朝
12006,郭印,未知,宋朝
12007,高闶,未知,宋朝
12008,高斯得,未知,宋朝
12009,孔文仲,未知,宋朝
12010,孔宜,未知,宋朝
12011,楼异,未知,宋朝
12012,吕陶,未知,宋朝
12013,吕公着,未知,宋朝
12014,楼常,未知,宋朝
12015,楼光,未知,宋朝
12016,林希逸,未知,宋朝
12017,楼郁,未知,宋朝
12018,刘豫,未知,宋朝
12019,吕大忠,未知,宋朝
12020,李光,未知,宋朝
12021,吕大钧,未知,宋朝
12022,吕惠卿,未知,宋朝
12023,李易,未知,宋朝
12024,李正民,未知,宋朝
12025,李颖士,未知,宋朝
12026,孟宾于,未知,宋朝
12027,彭汝砺,未知,宋朝
12028,幸夤逊,未知,宋朝
12029,史弥远,未知,宋朝
12030,孙抗,未知,宋朝
12031,宋白,未知,宋朝
12032,沈辽,未知,宋朝
12033,滕子京,未知,宋朝
12034,孙觌,未知,宋朝
12035,沈继祖,未知,宋朝
12036,史嵩之,未知,宋朝
12037,宋慈,未知,宋朝
12038,苏舜钦,未知,宋朝
12039,田锡,未知,宋朝
12040,唐庚,未知,宋朝
12041,王辟之,未知,宋朝
12042,王谠,未知,宋朝
12043,翁彦约,未知,宋朝
12044,汪大猷,未知,宋朝
12045,吴秉信,未知,宋朝
12046,王次翁,未知,宋朝
12047,王钦若,未知,宋朝
12048,文彦博,未知,宋朝
12049,韦骧,未知,宋朝
12050,王雱,未知,宋朝
12051,王铚,未知,宋朝
12052,徐积,未知,宋朝
12053,夏竦,未知,宋朝
12054,余靖,未知,宋朝
12055,朱昂,未知,宋朝
12056,赵抃,未知,宋朝
12057,朱彧,未知,宋朝
12058,张方平,未知,宋朝
12059,赵蕃,未知,宋朝
12060,张咏,未知,宋朝
12061,朱翌,未知,宋朝
12062,赵鼎臣,未知,宋朝
12063,钟谟,未知,宋朝
12064,张公庠,未知,宋朝
12065,赵汝愚,未知,宋朝
12066,赵粹中,未知,宋朝
12067,周模,未知,宋朝
12068,阮阅,未知,宋朝
12069,张表臣,未知,宋朝
12070,朱胜非,未知,宋朝
12071,郑虎臣,未知,宋朝
12072,曾公亮,未知,宋朝
12073,郑清之,未知,宋朝
12074,张孝祥,未知,宋朝
12075,曾布,未知,宋朝
12076,赵汝适,未知,宋朝
12077,黄篪,未知,宋朝
12078,王安国,未知,宋朝
12079,张焘,未知,宋朝
12080,杜醇,未知,宋朝
12081,王说,未知,宋朝
12082,王致,未知,宋朝
12083,袁章,未知,宋朝
12084,杨适,未知,宋朝
12085,葛天民,未知,宋朝
12086,刘松年,未知,宋朝
12087,屈鼎,未知,宋朝
12088,许道宁,未知,宋朝
12089,赵孟坚,未知,宋朝
12090,夏圭,未知,宋朝
12091,郭忠恕,未知,宋朝
12092,宋迪,未知,宋朝
12093,宋恭帝,未知,宋朝
12094,赵旉,未知,宋朝
12095,宋仁宗,未知,宋朝
12096,宋光宗,未知,宋朝
12097,宋哲宗,未知,宋朝
12098,宋续,未知,宋朝
12099,宋太宗,未知,宋朝
12100,宋孝宗,未知,宋朝
12101,宋宁宗,未知,宋朝
12102,宋度宗,未知,宋朝
12103,宋理宗,未知,宋朝
12104,宋真宗,未知,宋朝
12105,宋神宗,未知,宋朝
12106,宋端宗,未知,宋朝
12107,宋英宗,未知,宋朝
12108,宋钦宗,未知,宋朝
12109,宋高宗,未知,宋朝
12110,赵昺,未知,宋朝
12111,刘贤妃,绿文,宋朝
12112,韦贤妃,绿文,宋朝
12113,懿肃贵妃王氏,绿文,宋朝
12114,杨淑妃,绿文,宋朝
12115,林贤妃,绿文,宋朝
12116,沈贵妃,绿文,宋朝
12117,潘贤妃,绿文,宋朝
12118,邢秉懿,未知,宋朝
12119,元佑皇后,绿文,宋朝
12120,李宸妃,绿文,宋朝
12121,陈皇后,绿文,宋朝
12122,赵训,未知,宋朝
12123,赵子淔,未知,宋朝
12124,赵子崧,未知,宋朝
12125,赵子栎,未知,宋朝
12126,赵子砥,未知,宋朝
12127,赵子昼,未知,宋朝
12128,赵子潚,未知,宋朝
12129,赵希言,未知,宋朝
12130,赵希怿,未知,宋朝
12131,赵士珸,未知,宋朝
12132,赵士皘,未知,宋朝
12133,赵不弃,未知,宋朝
12134,赵不尤,未知,宋朝
12135,赵善俊,未知,宋朝
12136,赵善誉,未知,宋朝
12137,赵汝述,未知,宋朝
12138,赵叔近,未知,宋朝
12139,赵叔向,未知,宋朝
12140,赵彦倓,未知,宋朝
12141,赵彦橚,未知,宋朝
12142,赵彦逾,未知,宋朝
12143,范旻,未知,宋朝
12144,范杲,未知,宋朝
12145,王祚,未知,宋朝
12146,魏仁浦,未知,宋朝
12147,魏咸信,未知,宋朝
12148,魏昭亮,未知,宋朝
12149,石保兴,未知,宋朝
12150,石元孙,未知,宋朝
12151,石保吉,未知,宋朝
12152,王承衍,未知,宋朝
12153,王克臣,未知,宋朝
12154,王承衎,未知,宋朝
12155,韩重赟,未知,宋朝
12156,韩崇训,未知,宋朝
12157,韩崇业,未知,宋朝
12158,张令铎,未知,宋朝
12159,罗彦瓌,未知,宋朝
12160,王彦升,未知,宋朝
12161,韩伦,未知,宋朝
12162,韩令坤,未知,宋朝
12163,符彦卿,未知,宋朝
12164,符昭愿,未知,宋朝
12165,符昭寿,未知,宋朝
12166,王廷义,未知,宋朝
12167,郭承佑,未知,宋朝
12168,李洪信,未知,宋朝
12169,李洪义,未知,宋朝
12170,武行德,未知,宋朝
12171,杨承信,未知,宋朝
12172,侯章,未知,宋朝
12173,折德扆,未知,宋朝
12174,折御勋,未知,宋朝
12175,折御卿,未知,宋朝
12176,折克行,未知,宋朝
12177,冯继业,未知,宋朝
12178,王承美,未知,宋朝
12179,李继周,未知,宋朝
12180,孙行友,未知,宋朝
12181,孙全照,未知,宋朝
12182,侯益,未知,宋朝
12183,侯仁矩,未知,宋朝
12184,侯延广,未知,宋朝
12185,侯仁宝,未知,宋朝
12186,张从恩,未知,宋朝
12187,扈彦珂,未知,宋朝
12188,薛怀让,未知,宋朝
12189,赵赞,未知,宋朝
12190,李继勋,未知,宋朝
12191,药元福,未知,宋朝
12192,赵晁,未知,宋朝
12193,赵延溥,未知,宋朝
12194,郭崇,未知,宋朝
12195,杨廷璋,未知,宋朝
12196,宋偓,未知,宋朝
12197,向拱,未知,宋朝
12198,张永德,未知,宋朝
12199,王凯,未知,宋朝
12200,康延泽,未知,宋朝
12201,王继涛,未知,宋朝
12202,高彦晖,未知,宋朝
12203,赵安易,未知,宋朝
12204,吴廷祚,未知,宋朝
12205,吴元辅,未知,宋朝
12206,吴元载,未知,宋朝
12207,吴元扆,未知,宋朝
12208,李崇矩,未知,宋朝
12209,李继昌,未知,宋朝
12210,王仁赡,未知,宋朝
12211,楚昭辅,未知,宋朝
12212,李处耘,未知,宋朝
12213,李继隆,未知,宋朝
12214,李继和,未知,宋朝
12215,曹璨,未知,宋朝
12216,曹玮,未知,宋朝
12217,曹琮,未知,宋朝
12218,张美,未知,宋朝
12219,郭守文,未知,宋朝
12220,尹崇珂,未知,宋朝
12221,刘廷让,未知,宋朝
12222,袁继忠,未知,宋朝
12223,崔彦进,未知,宋朝
12224,张廷翰,未知,宋朝
12225,曹翰,未知,宋朝
12226,杨嗣,未知,宋朝
12227,杨赞,未知,宋朝
12228,党进,未知,宋朝
12229,李汉琼,未知,宋朝
12230,刘遇,未知,宋朝
12231,米信,未知,宋朝
12232,田重进,未知,宋朝
12233,刘廷翰,未知,宋朝
12234,崔翰,未知,宋朝
12235,郭琼,未知,宋朝
12236,陈承昭,未知,宋朝
12237,李万超,未知,宋朝
12238,白重赞,未知,宋朝
12239,王仁镐,未知,宋朝
12240,陈思让,未知,宋朝
12241,陈若拙,未知,宋朝
12242,焦继勋,未知,宋朝
12243,焦守节,未知,宋朝
12244,刘重进,未知,宋朝
12245,袁彦,未知,宋朝
12246,祁廷训,未知,宋朝
12247,张铎,未知,宋朝
12248,张禹圭,未知,宋朝
12249,李万全,未知,宋朝
12250,田景咸,未知,宋朝
12251,王晖,未知,宋朝
12252,李谷,未知,宋朝
12253,昝居润,未知,宋朝
12254,窦贞固,未知,宋朝
12255,李涛,未知,宋朝
12256,李仲容,未知,宋朝
12257,李浣,未知,宋朝
12258,王易简,未知,宋朝
12259,赵上交,未知,宋朝
12260,赵曮,未知,宋朝
12261,张铸,未知,宋朝
12262,边归谠,未知,宋朝
12263,刘温叟,未知,宋朝
12264,刘几,未知,宋朝
12265,刘涛,未知,宋朝
12266,边光范,未知,宋朝
12267,刘载,未知,宋朝
12268,程羽,未知,宋朝
12269,窦仪,未知,宋朝
12270,窦俨,未知,宋朝
12271,窦偁,未知,宋朝
12272,吕余庆,未知,宋朝
12273,刘熙古,未知,宋朝
12274,刘蒙正,未知,宋朝
12275,刘蒙叟,未知,宋朝
12276,石熙载,未知,宋朝
12277,石中立,未知,宋朝
12278,薛惟吉,未知,宋朝
12279,沈伦,未知,宋朝
12280,沈继宗,未知,宋朝
12281,卢亿,未知,宋朝
12282,卢多逊,未知,宋朝
12283,宋琪,未知,宋朝
12284,宋雄,未知,宋朝
12285,李宗讷,未知,宋朝
12286,李宗谔,未知,宋朝
12287,李昭述,未知,宋朝
12288,张宗诲,未知,宋朝
12289,贾黄中,未知,宋朝
12290,钱若水,未知,宋朝
12291,钱若冲,未知,宋朝
12292,苏易简,未知,宋朝
12293,郭贽,未知,宋朝
12294,李至,未知,宋朝
12295,辛仲甫,未知,宋朝
12296,王沔,未知,宋朝
12297,温仲舒,未知,宋朝
12298,王化基,未知,宋朝
12299,王举正,未知,宋朝
12300,王举元,未知,宋朝
12301,王诏,未知,宋朝
12302,张宏,未知,宋朝
12303,赵昌言,未知,宋朝
12304,陈恕,未知,宋朝
12305,魏羽,未知,宋朝
12306,刘昌言,未知,宋朝
12307,张洎,未知,宋朝
12308,柴禹锡,未知,宋朝
12309,张逊,未知,宋朝
12310,杨守一,未知,宋朝
12311,赵镕,未知,宋朝
12312,周莹,未知,宋朝
12313,王继英,未知,宋朝
12314,李惟清,未知,宋朝
12315,陶谷,未知,宋朝
12316,扈蒙,未知,宋朝
12317,王着,未知,宋朝
12318,王佑,未知,宋朝
12319,杨昭俭,未知,宋朝
12320,鱼崇谅,未知,宋朝
12321,张澹,未知,宋朝
12322,高锡,未知,宋朝
12323,高冕,未知,宋朝
12324,颜衎,未知,宋朝
12325,剧可久,未知,宋朝
12326,赵逢,未知,宋朝
12327,苏晓,未知,宋朝
12328,高防,未知,宋朝
12329,冯瓒,未知,宋朝
12330,边珝,未知,宋朝
12331,王明,未知,宋朝
12332,许仲宣,未知,宋朝
12333,杨克让,未知,宋朝
12334,段思恭,未知,宋朝
12335,侯陟,未知,宋朝
12336,李符,未知,宋朝
12337,魏丕,未知,宋朝
12338,董枢,未知,宋朝
12339,马令琮,未知,宋朝
12340,杜汉徽,未知,宋朝
12341,吴虔裕,未知,宋朝
12342,蔡审廷,未知,宋朝
12343,周广,未知,宋朝
12344,石曦,未知,宋朝
12345,张藏英,未知,宋朝
12346,陆万友,未知,宋朝
12347,解晖,未知,宋朝
12348,李韬,未知,宋朝
12349,王晋卿,未知,宋朝
12350,郭廷谓,未知,宋朝
12351,郭延浚,未知,宋朝
12352,郭延泽,未知,宋朝
12353,赵延进,未知,宋朝
12354,辅超,未知,宋朝
12355,荆罕儒,未知,宋朝
12356,荆嗣,未知,宋朝
12357,曹光实,未知,宋朝
12358,曹克明,未知,宋朝
12359,张晖,未知,宋朝
12360,司超,未知,宋朝
12361,李进卿,未知,宋朝
12362,李延渥,未知,宋朝
12363,杨美,未知,宋朝
12364,何继筠,未知,宋朝
12365,何承矩,未知,宋朝
12366,李汉超,未知,宋朝
12367,李守恩,未知,宋朝
12368,郭进,未知,宋朝
12369,牛思进,未知,宋朝
12370,李谦溥,未知,宋朝
12371,李允正,未知,宋朝
12372,姚内斌,未知,宋朝
12373,董遵诲,未知,宋朝
12374,贺惟忠,未知,宋朝
12375,马仁瑀,未知,宋朝
12376,王赞,未知,宋朝
12377,张保续,未知,宋朝
12378,赵玭,未知,宋朝
12379,卢怀忠,未知,宋朝
12380,王继勋,未知,宋朝
12381,丁德裕,未知,宋朝
12382,张延通,未知,宋朝
12383,梁迥,未知,宋朝
12384,田钦祚,未知,宋朝
12385,侯赟,未知,宋朝
12386,王文宝,未知,宋朝
12387,翟守素,未知,宋朝
12388,王侁,未知,宋朝
12389,刘审琼,未知,宋朝
12390,刘褔,未知,宋朝
12391,安守忠,未知,宋朝
12392,孔守正,未知,宋朝
12393,谭延美,未知,宋朝
12394,元达,未知,宋朝
12395,常思德,未知,宋朝
12396,尹继伦,未知,宋朝
12397,薛超,未知,宋朝
12398,丁罕,未知,宋朝
12399,郭密,未知,宋朝
12400,傅思让,未知,宋朝
12401,李斌,未知,宋朝
12402,田仁朗,未知,宋朝
12403,刘保勋,未知,宋朝
12404,滕中正,未知,宋朝
12405,刘蟠,未知,宋朝
12406,孔承恭,未知,宋朝
12407,宋珰,未知,宋朝
12408,袁廓,未知,宋朝
12409,樊知古,未知,宋朝
12410,郭载,未知,宋朝
12411,臧丙,未知,宋朝
12412,徐休复,未知,宋朝
12413,张观,未知,宋朝
12414,陈从信,未知,宋朝
12415,张从吉,未知,宋朝
12416,王继升,未知,宋朝
12417,尹宪,未知,宋朝
12418,王宾,未知,宋朝
12419,安忠,未知,宋朝
12420,姚坦,未知,宋朝
12421,索湘,未知,宋朝
12422,宋太初,未知,宋朝
12423,卢之翰,未知,宋朝
12424,郑文宝,未知,宋朝
12425,王子舆,未知,宋朝
12426,许骧,未知,宋朝
12427,裴庄,未知,宋朝
12428,牛冕,未知,宋朝
12429,张适,未知,宋朝
12430,栾崇吉,未知,宋朝
12431,袁逢吉,未知,宋朝
12432,韩国华,未知,宋朝
12433,何蒙,未知,宋朝
12434,慎知礼,未知,宋朝
12435,慎从吉,未知,宋朝
12436,马全义,未知,宋朝
12437,雷德骧,未知,宋朝
12438,雷孝先,未知,宋朝
12439,雷简夫,未知,宋朝
12440,雷有终,未知,宋朝
12441,王超,未知,宋朝
12442,王德用,未知,宋朝
